t1A	t1B	t1C	t2A	t2B	t2C	t3A	t3B	t3C	t4A	t4B	t4C	t5A	t5B	t5C	t6A	t6B	t6C	t7A	t7B	t7C	t8A	t8B	t8C	Unique_peptides
Ga0196617_1003235	1.3323E+08	1.2352E+08	6.2066E+07	3.8422E+08	4.9892E+08	3.1359E+08	2.6134E+08	2.4623E+08	2.5379E+08	1.8386E+08	1.3433E+08	2.0085E+08	1.4165E+08	1.9457E+08	1.2974E+08	7.3751E+07	6.2116E+07	9.6269E+07	1.3203E+08	9.2429E+07	8.3214E+07	1.21E+08	1.3468E+08	1.9524E+08	13
Ga0196617_1003236	4.3544E+08	3.0604E+08	3.1113E+08	3.3806E+08	6.6035E+08	6.6827E+08	6.489E+08	1.9764E+08	1.5893E+08	2.0934E+08	2.7958E+08	3.6065E+08	5.549E+08	5.0526E+08	4.9443E+08	3.1574E+08	2.8635E+08	2.656E+08	4.0251E+08	3.2111E+08	2.9331E+08	1.8296E+08	2.5744E+08	3.4556E+08	8
Ga0196617_10032412;Ga0196617_1019561	2.9414E+07	2.6636E+07	3.9039E+07	4993400	2.1087E+07	1.616E+07	8144500	3634200	2860000	3470900	3245700	8377100	4015300	3522100	969240	2348600	2781000	2630500	2100900	2348400	3437300	2423300	2988700	3418900	9
Ga0196617_10032413;Ga0196617_1046822	2.9829E+07	9592000	1.1848E+07	4288000	2938000	4713400	5133800	4704400	2629900	2613300	3158600	1694300	1410000	1933000	1032800	2126900	640770	1751200	1382600	1731500	1019200	0	1441300	1118800	5
Ga0196617_10032414	5.1123E+08	3.2988E+08	3.6505E+08	9.9932E+07	1.0458E+08	1.4913E+08	9.379E+07	1.0149E+08	6.8097E+07	4.9125E+07	7.5799E+07	5.8317E+07	7.1299E+07	3.1723E+07	2.8784E+07	7.4331E+07	4.7846E+07	8.3206E+07	4.2507E+07	8.0077E+07	3.8371E+07	6.0264E+07	7.4382E+07	6.2732E+07	3
Ga0196617_1003242	4833800	2247700	1450900	858320	1909600	1074000	0	529930	0	0	0	0	0	0	0	0	0	1715500	0	1975000	0	0	0	0	3
Ga0196617_1003243	3.5457E+07	3.8157E+07	4.0546E+07	1.2214E+07	8502700	1.0338E+07	2148800	1940500	6545300	692330	2663400	1345300	1340500	2057400	4033400	1689900	1580600	0	1838600	1704000	497710	1472100	0	0	1
Ga0196617_1003245;Ga0196617_1027461;Ga0196617_1150921	2.0143E+08	1.2897E+08	1.3123E+08	6.0416E+07	8.8217E+07	9.8796E+07	4.1897E+07	3.8388E+07	1.7932E+07	2.7518E+07	1.0136E+07	2.72E+07	1.1459E+07	1.322E+07	0	1.8209E+07	1.493E+07	1.1245E+07	1.754E+07	1.3304E+07	4.0022E+07	1.9026E+07	1.8857E+07	1.7529E+07	1
Ga0196617_1003246;Ga0196617_1167021	4.9481E+09	4.3404E+09	5.404E+09	1.8626E+09	2.0905E+09	2.5151E+09	7.1967E+08	1.0202E+09	5.918E+08	5.0881E+08	4.9644E+08	6.327E+08	3.2755E+08	4.0897E+08	3.2857E+08	4.6596E+08	3.8586E+08	3.8995E+08	3.8641E+08	4.1074E+08	5.3949E+08	4.3888E+08	4.9006E+08	3.9882E+08	2
Ga0196617_1003252;Ga0196617_1047551;Ga0196617_1085291;Ga0196617_1092061;Ga0196617_1022181;Ga0196617_1084351	4.8669E+08	1.1305E+09	1.3339E+09	6.7357E+08	4.603E+08	9.3981E+08	4.9374E+08	4.1819E+08	2.6671E+08	2.998E+08	3.3195E+08	3.3215E+08	2.655E+08	1.634E+08	2.4663E+08	2.6799E+08	3.0479E+08	3.3149E+08	3.181E+08	3.0293E+08	3.0024E+08	2.5457E+08	3.4051E+08	2.2866E+08	98
Ga0196617_1003253;Ga0196617_1022182;Ga0196617_1022452	2.2619E+07	2.5276E+07	3.1543E+07	1.6433E+07	1.3743E+07	1.5216E+07	2.6665E+07	2.1644E+07	3.088E+07	2.2684E+07	2.0688E+07	1.3144E+07	1.7558E+07	1.335E+07	1.996E+07	1.3763E+07	1.8733E+07	1.7728E+07	7931700	1.5637E+07	1.0747E+07	1.1291E+07	1.0826E+07	8266000	14
Ga0196617_1003254;Ga0196617_1093121;Ga0196617_1069121;Ga0196617_1098851;Ga0196617_1048991;Ga0196617_1020261	2.0293E+08	3.3371E+08	4.6233E+08	1.3801E+08	1.8263E+08	1.7878E+08	1.6764E+08	1.5599E+08	8.329E+07	9.1949E+07	1.0213E+08	1.1406E+08	1.1234E+08	5.6113E+07	4.4291E+07	8.9642E+07	8.3782E+07	9.4689E+07	8.7376E+07	8.0237E+07	1.0033E+08	1.0442E+08	1.2038E+08	9.1154E+07	65
Ga0196617_1003255;Ga0196617_1023731;Ga0196617_1087461;Ga0196617_1117731;Ga0196617_1089591	1.0944E+08	1.9988E+08	2.8397E+08	6.0995E+07	9.9692E+07	1.0498E+08	1.0466E+08	9.0033E+07	4.1284E+07	5.237E+07	5.736E+07	5.4905E+07	4.5847E+07	3.1093E+07	1.9738E+07	4.3601E+07	4.9156E+07	5.6344E+07	4.563E+07	5.0889E+07	6.0497E+07	5.276E+07	6.0279E+07	4.4092E+07	47
Ga0196617_1003256;Ga0187564_101173;Ga0187557_1001187;Ga0196617_1039501;Ga0196617_1052501;Ga0196617_1052671;Ga0196617_1085441;Ga0196617_1085421	9264000	1.0401E+07	9312800	8553400	9708100	1.2842E+07	4620900	1.0485E+07	8035500	4547100	4161500	7546100	1.5266E+07	1.2268E+07	1.7473E+07	6456900	5772400	9607100	9783800	1.0303E+07	5910800	9946900	1.5683E+07	7062500	12
Ga0196617_1003257;Ga0196617_1045001;Ga0196617_1069411;Ga0196617_1046171;Ga0196617_1088111;Ga0196617_1058071;Ga0196617_1063211;Ga0196617_1020372;Ga0196617_1106671;Ga0196617_1095081;Ga0196617_1095391;Ga0196617_1093811;Ga0196617_1088181;Ga0196617_1065621;Ga0196617_1048671	5.5387E+07	6.0873E+07	5.8732E+07	2.1806E+07	3.0544E+07	2.8516E+07	3.2658E+07	2.0404E+07	1.168E+07	2.1746E+07	2.4585E+07	2.366E+07	1.278E+07	1.1274E+07	1.5602E+07	2.7105E+07	1.4911E+07	3.6689E+07	2.2609E+07	1.3193E+07	2.5566E+07	2.5681E+07	2.1464E+07	1.6394E+07	2
Ga0196617_1003261	3347600	2804500	4502000	6648100	5138000	3185700	9546500	9810300	2.337E+07	5.0599E+07	3.3558E+07	3.5962E+07	2.1747E+07	3.151E+07	1.8712E+07	1.7156E+07	1.8169E+07	1.9829E+07	6564000	2.8535E+07	3.564E+07	2.0349E+07	9089500	1.063E+07	29
Ga0196617_1003266	0	0	655220	912230	1153100	919580	3851400	5183200	4099600	3259800	2543400	1.1291E+07	0	6765100	5105300	1275700	2472100	2337500	2800700	2837400	372580	1613200	730630	1603500	7
Ga0196617_1003267	6332800	6629000	6973000	1.9397E+07	1.5994E+07	1.7959E+07	5.5641E+07	4.1963E+07	5.2154E+07	9.2368E+07	8.8988E+07	9.1546E+07	5.932E+07	7.0077E+07	1.2005E+08	4.0032E+07	7.0437E+07	7.5967E+07	3.8878E+07	1.2423E+08	3.3341E+07	8.5636E+07	7.3475E+07	7.2902E+07	35
Ga0196617_10032711	2042700	851200	2683000	6332300	4781800	4191700	1.5738E+07	9829000	1.4652E+07	8.0286E+07	2.8188E+07	1.4049E+07	5062100	9892400	1.7928E+07	7602900	5861900	1.7152E+07	2028100	3236900	2534700	966270	974830	1172700	12
Ga0196617_1003275	0	0	0	0	0	0	6192500	4971800	2466100	3538400	3365100	2514400	1791100	0	0	5999100	2453900	1950300	2924600	2549000	2153700	2217700	0	0	4
Ga0196617_1003277	1799400	0	0	0	0	0	0	0	0	1.0117E+07	1.252E+07	7848700	0	1.0553E+07	6087400	2590100	7888500	1.2226E+07	1.0612E+07	3286100	3502500	0	0	0	4
Ga0196617_1003281	0	0	0	0	0	0	0	0	0	0	0	699660	0	0	0	0	0	0	0	0	0	0	0	0	2
Ga0196617_10032810;Ga0196617_10032812;Ga0196617_1005731	2973800	2396900	755530	2929000	2129600	0	3221200	2326500	0	9531500	5244300	6269500	4927800	7801000	7409000	2818900	4902400	1427600	3333600	7330700	2954300	1.1472E+07	1.1043E+07	4914700	13
Ga0196617_10032811	0	0	0	0	0	0	0	0	0	3105300	4170200	0	0	0	0	1325700	0	0	0	0	5558600	0	0	0	4
Ga0196617_1003282	440790	0	0	0	867430	0	2098800	600460	796010	2079800	1110300	911410	0	0	1083900	2561400	1225100	357980	578170	1580200	2954700	4230300	2578900	2304800	7
Ga0196617_1003284	2.0404E+07	1.039E+07	1.2876E+07	1.2278E+07	1.2498E+07	1.7614E+07	1.1802E+08	5.0339E+07	8.3517E+07	7.2807E+07	7.2272E+07	1.2802E+08	5.5575E+07	2.0035E+08	1.3257E+08	1.9027E+08	1.5346E+08	1.0725E+08	5.3259E+07	9.8097E+07	2.4582E+07	8.3362E+07	4.0318E+07	7.5772E+07	10
Ga0196617_1003286	5132200	6811000	5950600	1.1682E+07	7740800	1.4183E+07	4.6101E+07	3.7368E+07	6.745E+07	6.393E+07	8.0822E+07	7.8237E+07	4.1106E+07	5.1428E+07	6.6341E+07	9.7514E+07	1.0213E+08	1.19E+08	6.0287E+07	1.4758E+08	4.0048E+07	9.8962E+07	5.9012E+07	1.0292E+08	24
Ga0196617_1003287	0	0	0	0	0	0	0	0	0	9993800	1.1747E+07	8831400	1.6921E+07	1.6142E+07	1.8111E+07	3244300	3366700	2222100	2873400	5466600	8772500	4292900	1911100	5315400	5
Ga0196617_1003289	3.8183E+07	2.7169E+07	2.8969E+07	7.4188E+07	4.9627E+07	6.4812E+07	2.1276E+08	1.4632E+08	2.7508E+08	5.8229E+08	4.886E+08	3.3944E+08	1.8822E+08	4.7761E+08	6.3353E+08	5.3884E+08	6.0677E+08	5.157E+08	3.3062E+08	6.9663E+08	1.8789E+08	2.3287E+08	3.1756E+08	2.8002E+08	23
Ga0196617_1003304;Ga0196617_1101961;Ga0196617_100002137	8106300	1981100	4864300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Ga0196617_1003307	5953300	4219500	2684700	1.6704E+07	1.6096E+07	9419900	2.0866E+07	2.1458E+07	2.5522E+07	2.2365E+07	3.8926E+07	2.4183E+07	1.1866E+07	1.2405E+07	1.3105E+07	3872100	2028400	3772500	1872700	3332200	1415600	3239900	1238700	2407600	14
Ga0196617_1003308	1.0809E+07	1032200	3071300	2.3992E+07	1.5742E+07	1.7266E+07	2.7866E+07	3.0834E+07	4.0631E+07	2590500	2405400	5945600	2.4201E+07	1.3082E+07	1.9323E+07	1570400	0	2305800	694660	1274200	0	1435100	1214400	938650	9
Ga0196617_1003311	0	0	0	0	0	0	1071900	720090	2417400	701230	0	1028300	0	0	0	0	1262600	0	0	0	0	0	0	0	6
Ga0196617_10033110	0	0	0	0	0	0	0	0	0	0	0	1.1211E+07	0	0	0	4003300	0	0	0	4161400	0	0	0	0	1
Ga0196617_1003314	742530	0	0	0	2374700	1634800	1.364E+07	2910000	4749600	1.2127E+07	8504100	8114500	0	5845800	1.0589E+07	2519800	4798100	6247000	1610600	1.3732E+07	1368500	884180	0	3114000	15
Ga0196617_1003315	0	0	0	2339000	5762400	1607100	5372700	2396500	3571400	4782800	2244700	6341300	1758400	5558300	4455600	968600	783070	2545500	940220	1608900	0	2065300	0	1049800	4
Ga0196617_1003316	2207900	1442600	1087600	0	0	0	2.0049E+07	9678000	1.151E+07	6527900	1861200	4601500	1847100	4682900	6587900	6804800	1676900	2507300	2704100	8889900	0	3012600	0	2699200	5
Ga0196617_1003321	1690900	1979900	2292200	1714500	2937800	2399200	3709100	3996800	2859400	4839600	7070900	5220100	8560600	3025000	5961300	1.0762E+07	5266000	3875300	1.193E+07	5963600	6890600	3874100	1.0972E+07	7073500	11
Ga0196617_10033215	3433200	0	0	7281500	1.0527E+07	7358200	2.3386E+07	2.7474E+07	2.4274E+07	3.5903E+07	1.0914E+07	1.2084E+07	2.5024E+07	7967400	1.5182E+07	8313400	8655600	1.5847E+07	9199500	8526400	7365500	9112600	8146000	1.1896E+07	5
Ga0196617_1003322	907460	2129300	2846800	1761100	641720	6460700	3469200	1683800	2887300	5231000	7893600	4173700	2119700	2276400	1942000	3428700	2279200	2777100	1695900	2113900	1558200	1512400	1411800	1340200	12
Ga0196617_1003325;Ga0196617_1080141	4.0507E+07	5.3172E+07	3.7796E+07	5.4012E+07	8.357E+07	5.821E+07	8.8921E+07	6.0985E+07	7.499E+07	6.4158E+07	7.6856E+07	6.8105E+07	9.6256E+07	4.7768E+07	4.7986E+07	7.572E+07	7.7642E+07	1.2456E+08	1.2225E+08	1.0479E+08	8.54E+07	1.383E+08	1.2488E+08	1.1977E+08	18
Ga0196617_1003326	3.2566E+07	1.5597E+07	6849100	5.0482E+07	4.8919E+07	5.1232E+07	9.2098E+07	8.8867E+07	1.0078E+08	7.9162E+07	5.6732E+07	3.3045E+07	1.139E+08	8.0462E+07	8.7495E+07	1.2534E+08	5.9018E+07	1.2045E+08	7.5283E+07	1.1998E+08	5.2464E+07	1.6249E+08	1.5847E+08	1.6844E+08	12
Ga0196617_10033510	0	1480300	3471800	0	0	2907100	2777100	930130	1950000	0	1481800	1636700	0	2410200	5695800	1915600	2097200	0	1354700	6533600	0	1695500	0	0	4
Ga0196617_10033512	1758500	1045600	1731300	1756400	2084800	2520300	1.518E+07	6273400	9839600	1.3805E+07	1.1209E+07	9419600	3291800	6033600	7761900	3972900	4056100	4185400	1865100	4363200	2697400	0	1084900	1593400	10
Ga0196617_1003352	0	0	0	1716200	0	0	0	715830	991780	2825000	1426300	2451200	1031000	0	3256300	779910	0	1536700	0	1005300	0	0	0	0	6
Ga0196617_1003353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262770	0	0	0	0	0	0	0	0	2
Ga0196617_1003354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98842	0	0	3
Ga0196617_1003359	1123800	1616000	1254500	1451100	1466600	1250500	1.1661E+07	3931600	5426000	1.0717E+07	1.4515E+07	1.4096E+07	7046000	1.6451E+07	1.1727E+07	1.4278E+07	1.4477E+07	2.2904E+07	1.1417E+07	2.5695E+07	1.4559E+07	3.7797E+07	2.0244E+07	2.9578E+07	18
Ga0196617_1003364;Ga0196617_1045671	3.93E+07	5.5925E+07	9.7632E+07	2.9995E+07	3.5404E+07	3.2851E+07	3.0426E+07	1.7327E+07	1.8926E+07	2.9527E+07	3.3667E+07	3.7055E+07	3.3543E+07	1.9854E+07	1.8565E+07	2.6697E+07	2.3045E+07	2.0858E+07	2.4844E+07	2.1571E+07	4.3271E+07	3.2314E+07	2.5446E+07	3.0756E+07	3
Ga0196617_1003367;Ga0196617_1043271;Ga0196617_1051421;Ga0196617_1012611	1099800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Ga0196617_1003371	1994100	1898500	1791400	5165300	8025500	1826100	1882800	1479600	1.1783E+07	2527600	3982900	2756700	8548300	1989600	1.9577E+07	3033000	3482000	2875500	0	1.0867E+07	4885200	6433500	5251000	2.014E+07	16
Ga0196617_1003372	1903700	7721200	7359100	965870	3249800	2125000	0	2540000	2648100	2235400	1196600	998040	2620200	2215500	1462500	6053900	3964200	1799900	3816700	3561100	1.6612E+07	1.2225E+07	3859200	6214400	8
Ga0196617_1003373	4.8067E+07	7.5047E+07	8.3431E+07	3.809E+07	5.525E+07	4.1571E+07	4.0089E+07	2.3757E+07	2.4195E+07	1.7929E+07	3.3051E+07	5.1352E+07	6.6599E+07	6.5928E+07	3.676E+07	1.3818E+08	7.2073E+07	4.8525E+07	4.9947E+07	1.4611E+08	2.0257E+08	2.0829E+08	1.1456E+08	2.1088E+08	27
Ga0196617_1003374	2.0971E+07	1.2639E+07	1.0906E+07	1.9101E+07	2.2732E+07	1.8714E+07	1.1785E+07	1.0133E+07	1.5994E+07	4186800	1.4704E+07	2.3251E+07	2.0729E+07	3.7578E+07	1.9146E+07	3.9825E+07	3.3658E+07	3.192E+07	3.9949E+07	9.3781E+07	9.8571E+07	8.7772E+07	9.672E+07	6.6101E+07	8
Ga0196617_1003375	4768700	1.2023E+07	2185500	6113800	7675900	2.5094E+07	2.4785E+07	2.1806E+07	7276100	903950	2275500	2914100	0	5265900	4264800	2618100	1708700	0	671500	1238000	5190600	5635800	1073900	4137900	7
Ga0196617_1003376	0	0	0	0	0	0	0	0	0	0	0	0	0	1665100	0	0	0	0	0	0	0	0	0	0	1
Ga0196617_1003378	0	0	0	0	1808100	0	4054700	1913200	2676900	0	2700700	4038900	3582500	3043000	2564200	1761200	0	4898900	0	2811600	0	1309400	2111600	2890900	6
Ga0196617_10033910	4.7068E+08	3.6388E+08	2.9189E+08	6.3392E+08	4.9252E+08	3.5821E+08	5.1702E+08	4.1361E+08	4.2488E+08	4.7373E+08	3.8193E+08	3.083E+08	1.8622E+08	1.1397E+08	1.1188E+08	3.4887E+07	1.3722E+07	3.5161E+07	1.0747E+07	1.7605E+07	8970200	8049800	6498500	7191200	78
Ga0196617_1003394	6.0786E+07	3.4423E+07	1.2704E+07	2.7866E+07	5.4751E+07	3.5971E+07	3.0832E+07	4.0223E+07	3.3148E+07	7.0268E+07	4.0423E+07	5.4675E+07	1.6126E+07	1.3161E+07	2.1663E+07	4014400	4394000	1954100	2465100	2465400	3.3776E+07	1670500	4201200	3210000	18
Ga0196617_1003395	1.1534E+08	8.755E+07	5.1779E+07	3.4132E+08	2.6201E+08	2.5289E+08	3.0486E+08	2.9086E+08	2.5469E+08	2.7915E+08	3.2467E+08	3.4047E+08	2.0743E+08	2.8261E+08	2.3208E+08	3.1034E+08	2.4869E+08	4.5216E+08	2.7062E+08	3.8861E+08	3.7999E+08	2.0239E+08	1.7849E+08	1.7847E+08	39
Ga0196617_1003396	1.3971E+08	9.9618E+07	4.5181E+07	1.8377E+08	1.3561E+08	1.5151E+08	1.2821E+08	1.979E+08	1.2603E+08	2.7124E+08	1.9675E+08	3.0795E+08	4.1623E+08	3.6457E+08	4.0353E+08	2.3189E+08	2.3889E+08	1.6257E+08	4.7106E+08	3.3903E+08	4.6834E+08	4.9432E+08	6.5184E+08	4.2561E+08	29
Ga0196617_1003398	1.5097E+07	6907500	2720100	2.3097E+07	9177300	8159500	1.4219E+07	1.0443E+07	1.0956E+07	6656900	7861600	1.1332E+07	4570100	5434800	8067800	2296500	0	4802200	3397800	1691100	0	6676800	2966800	0	18
Ga0196617_1003399	1.395E+07	9876300	5268800	2.2557E+07	2.3727E+07	1.7669E+07	2.7412E+07	1.7783E+07	1.77E+07	1.0586E+07	1.1607E+07	1.0959E+07	7744000	2684900	4376200	952970	1851500	0	922620	2474400	1675000	1897300	0	2373900	15
Ga0196617_1003421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	679750	1
Ga0196617_10034410	0	0	370440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ga0196617_10034411	0	0	0	0	0	0	0	0	0	0	510810	1574500	0	0	0	1835500	2022700	1402800	0	3432000	0	0	0	0	2
Ga0196617_10034412	1719800	1217000	1747800	3289900	1371200	236380	2505300	8648100	7012000	1.5315E+07	1.0367E+07	8692400	2543500	1.5135E+07	1.1681E+07	1.0789E+07	1.281E+07	1235100	7714000	9572700	871000	3049100	2259500	3436100	4
Ga0196617_10034413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2798600	2770900	0	0	2784100	0	0	0	0	4
Ga0196617_1003443	0	1068500	3198600	880050	1438100	2838800	1.0784E+07	5923500	8341500	1.5912E+07	4529300	4154200	6177500	8136900	9807900	1.5405E+07	9615300	5941200	1.0105E+07	2.02E+07	3919800	2.6235E+07	1.0304E+07	1.8289E+07	9
Ga0196617_1003445	0	0	0	0	0	0	482190	0	0	1305600	0	459790	1017400	1108800	1570400	808180	0	0	0	0	0	0	0	0	4
Ga0196617_1003446	0	0	0	0	0	0	1186400	0	0	2883200	1288700	1430100	0	2084600	1868400	1228700	1387400	980410	1218200	1053900	716810	0	0	0	3
Ga0196617_1003448	2.5066E+07	0	8834400	3.717E+07	2.2612E+07	1.9513E+07	1.1202E+08	4.7511E+07	7.8114E+07	2.7516E+07	5.2995E+07	1.3335E+08	5.1419E+07	1.5396E+08	1.3799E+08	4.129E+07	3.4455E+07	8.8303E+07	3.9084E+07	8.5712E+07	2028800	9.7646E+07	6.7758E+07	1.0828E+08	10
Ga0196617_1003462	1879800	1308200	1890100	997630	1621300	0	4191700	2887900	4367000	1.6939E+07	3724400	2.0605E+07	7262700	1.02E+07	5236300	9673700	5549000	2927000	2627000	4069800	2948200	1.0665E+07	7474000	4061100	22
Ga0196617_1003463	6.8407E+07	1.3853E+07	1.5558E+07	6.4515E+07	5.8833E+07	5.5625E+07	9.5233E+07	1.0222E+08	1.0812E+08	5.2722E+07	6.2169E+07	4.7202E+07	1.2159E+08	1.4066E+08	1.7879E+08	8.077E+07	7.6502E+07	1.4461E+08	4.0358E+07	1.3338E+08	1.6847E+07	1.1875E+08	1.5075E+08	1.1892E+08	4
Ga0196617_1003465	1421700	1332200	2040600	4443700	1953000	2756000	9987300	4512400	1.0554E+07	2.1184E+07	2.1466E+07	2.5042E+07	3818700	2.2764E+07	2.6236E+07	1.401E+07	1.5741E+07	1.7066E+07	6048400	1.9437E+07	3704600	2508900	2546200	2267900	17
Ga0196617_1003466	591460	642980	1110600	1548100	1720900	1579600	1.8958E+07	1.168E+07	1.9947E+07	2.5463E+07	1.6519E+07	3.7755E+07	1.9663E+07	2.2854E+07	2.7508E+07	1.8921E+07	1.3618E+07	2.0964E+07	6327400	4.1519E+07	1341200	4932200	3722500	4114400	13
Ga0196617_10034710	6.4069E+07	8.6241E+07	4.9085E+07	5.2719E+07	6.8147E+07	7.1986E+07	7.3371E+07	5.5084E+07	9.9215E+07	4.6261E+07	8.0285E+07	5.4412E+07	1.7472E+08	1.6195E+08	1.2469E+08	8.2719E+07	1.3838E+08	1.4051E+08	1.0762E+08	2.1782E+08	1.0053E+07	7.8062E+07	1.9145E+08	2.0906E+08	29
Ga0196617_10034810;Ga0196617_10045810;Ga0196617_1153351;Ga0196617_1084591;Ga0196617_1030771;Ga0196617_1007583	1.1834E+07	8.5498E+07	6.5599E+07	3703300	2615900	1554500	3867500	3453800	1.0113E+07	4250700	5578900	3342100	3642500	5566300	0	6644800	4131500	6166600	3132600	9264600	5711800	3077700	1.4536E+07	5455300	3
Ga0196617_1003488	4.2069E+07	1.2247E+07	1.9792E+07	1.5236E+07	1.99E+07	2.8476E+07	2.0404E+07	2.5249E+07	2.7863E+07	4629900	9123100	1.3337E+07	2.6134E+07	1.2718E+07	2.0432E+07	1.8072E+07	1.5736E+07	1.605E+07	1.2197E+07	1.4919E+07	3660900	2.4729E+07	3.1459E+07	2.3056E+07	3
Ga0196617_1003489;Ga0187564_102119;Ga0187557_1003121;Ga0196617_1004589;Ga0196617_1078451	1.2037E+07	3897200	2764600	1233200	0	1895100	0	0	2149200	1886300	1312200	0	0	0	0	0	0	1584700	1472200	0	0	0	0	0	5
Ga0196617_1003491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246330	0	0	0	0	0	1
Ga0196617_10034910	1706900	923160	2483400	0	1342700	1775300	2988300	2009500	0	2.2494E+07	1.982E+07	1.8527E+07	3955500	1.0119E+07	1.1319E+07	6887300	1.0895E+07	1.3172E+07	3795500	2.7674E+07	3329200	6838100	5422200	3510400	15
Ga0196617_10034911	2354500	6530900	2336100	6163800	3598800	5061200	1.3735E+07	1.1398E+07	1.467E+07	3.5588E+07	1.906E+07	2.7796E+07	1.7563E+07	4.6108E+07	5.9459E+07	2.4332E+07	4.2771E+07	4.4105E+07	1.9755E+07	4.3806E+07	1.6348E+07	2.4711E+07	2.9535E+07	2.2855E+07	19
Ga0196617_10034912	0	0	0	0	0	0	0	0	0	0	0	914880	0	0	0	0	0	0	0	0	397920	0	0	0	3
Ga0196617_1003499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5050200	0	0	0	0	1
Ga0196617_10035014	2243900	970100	719910	1049500	0	0	1.318E+07	8025600	8657800	1.3779E+07	7037500	5283300	7352300	8697900	8595500	1.8127E+07	7204800	2.0134E+07	2342600	1.932E+07	2720500	2.004E+07	4847600	0	3
Ga0196617_1003502	0	0	0	0	0	0	0	1000500	0	864440	0	0	0	0	0	0	0	0	1097800	0	0	0	0	0	3
Ga0196617_1003503	0	589550	721750	0	0	0	0	0	0	3118000	1057800	1001200	0	1075100	0	623630	0	0	702840	0	936840	0	0	0	6
Ga0196617_1003512;Ga0196617_1033972;Ga0196617_1018571;Ga0196617_1068301;Ga0196617_1013843	0	0	0	0	0	2235300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ga0196617_1003536	1.9264E+07	6959100	5018400	1.4404E+07	1.9717E+07	2.3284E+07	3.1799E+07	2.9838E+07	3.3965E+07	1.2588E+07	1.6925E+07	2.6787E+07	5.1432E+07	4.9644E+07	5.4144E+07	1.5344E+07	1.2892E+07	2.8827E+07	2.1965E+07	2.4699E+07	8274900	4.4155E+07	7.6952E+07	4.7419E+07	1
Ga0196617_1003537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	723610	1
Ga0196617_1003541	4.8935E+07	7.5097E+07	6.7829E+07	5.483E+07	6.1756E+07	6.3245E+07	4.6816E+07	5.5753E+07	5.9685E+07	4.4477E+07	6.0176E+07	8.1871E+07	7.033E+07	9.8579E+07	5.8395E+07	1.1164E+08	1.3955E+08	1.1738E+08	1.1101E+08	1.9208E+08	6.15E+07	8.5372E+07	1.0523E+08	1.0932E+08	59
Ga0196617_1003543	7530500	3462300	3682700	3609000	1.0784E+07	4236200	8336900	7743900	4465700	8936600	5755600	1.365E+07	2.2986E+07	2.8499E+07	2.8773E+07	1.0993E+07	1.358E+07	1.1414E+07	2.7373E+07	3.3034E+07	0	8797700	3.3768E+07	3.6568E+07	14
Ga0196617_1003544	7609000	2.9316E+07	1.5355E+07	2.027E+07	2.4328E+07	1.1245E+07	2.047E+07	1.3034E+07	1.1634E+07	2.3927E+07	1.1971E+07	3.1589E+07	2.5542E+07	3.8461E+07	2.3966E+07	4.293E+07	3.7652E+07	2.8331E+07	5.0051E+07	1.5443E+07	5.4765E+07	4.3888E+07	1.6705E+07	4.7198E+07	17
Ga0196617_1003545	2.4225E+07	1.6787E+07	1.2795E+07	1.2663E+07	8044300	2.1629E+07	3530700	1.7159E+07	2.4828E+07	1.4228E+07	5397000	1.67E+07	1.0681E+07	8276700	3.164E+07	1.0876E+07	1.7965E+07	4.2211E+07	4986300	5944800	4564000	1.744E+07	5306700	7179800	20
Ga0196617_1003546	3.9683E+07	4.0452E+07	5.6129E+07	2.731E+07	4.7245E+07	2.9089E+07	3.4874E+07	3.3744E+07	2.4812E+07	2.4857E+07	2.2507E+07	3.7057E+07	3.7259E+07	6.2959E+07	2.5303E+07	5.9878E+07	3.8928E+07	2.8061E+07	3.5753E+07	3.661E+07	1.4152E+07	3.0095E+07	2.4906E+07	4.8436E+07	13
Ga0196617_1003547	1510900	9026800	1.174E+07	9209700	1.2905E+07	1.9856E+07	5786500	5058700	3689300	4038800	2688300	5201700	9360200	1.2563E+07	3725900	8193100	5320100	5922600	9674800	2112100	1.4459E+07	8864000	6573700	8611200	9
Ga0196617_1003549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	421640	0	0	0	0	0	2
